ID,문장,유형,극성,시제,확실성,label
TRAIN_05044,코로나19는 특정 국가에 집중된 글로벌 공급망의 위험성을 일깨워줬다.,추론형,긍정,과거,확실,추론형-긍정-과거-확실
TRAIN_05045,"중종 때 영의정을 지낸 남곤, 역시 과거에서 차석을 차지했다.",사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_05046,"틈 날 때마다 스트레칭을 하고, 한 시간에 한 번씩 자세를 바꾸는 것은 기본이다.",사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_05047,서병수 국민의힘 의원은 유류세를 최대 100%까지 감면할 수 있도록 인하폭을 변경하는 내용을 담은 교통·에너지·환경세법과 개별소비세법 개정안을 대표발의한 바 있다.,사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_05048,게다가 이 바이러스는 아메바만 감염시켰죠.,대화형,긍정,과거,확실,대화형-긍정-과거-확실
TRAIN_05049,정보 미디어의 영향이 갈수록 커지는 사회 속에서 자칫하면 정보가 뇌의 주인자리를 차지하기 쉽다.,추론형,긍정,현재,확실,추론형-긍정-현재-확실
TRAIN_05050,무역흑자는 391억9000만달러로 11년 연속 흑자 행진을 이어갔다.,사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_05051,"미국 맨해튼, 유럽 프랑크푸르트, 파리 등에 위치한 우량 부동산도 추가로 담는다.",사실형,긍정,현재,불확실,사실형-긍정-현재-불확실
TRAIN_05052,손 부사장은 농협은행 임시 주주총회에서 차기 농협은행장으로 선임될 예정이다.,사실형,긍정,미래,확실,사실형-긍정-미래-확실
TRAIN_05053,부산시는 20년 만에 다시 APEC 정상회의를 유치해 도시 경쟁력을 끌어올리겠다는 각오다.,추론형,긍정,현재,확실,추론형-긍정-현재-확실
TRAIN_05054,예비 사회적기업은 사회적기업 인증의 전 단계로 예비 사회적 기업 지정을 받으면 사회적기업으로 인증받기가 수월해 진다.,사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_05055,"두 번째 전략은 가짜 게시물, 트윗, 블로그를 통한 허위 정보를 만들어 유포하는 것이다.",사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_05056,지난해 5월에는 베트남 문화체육관광부 쩐득판 차관보 외 5명이 문경을 방문해 국군체육부대를 살펴보고 돌아갔다.,사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_05057,특히 스타트업에 투자한 회사 혹은 LP가 투자자금을 편하게 회수할 수 있는 생태계가 조성돼야 한다는 점을 강조했다.,사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_05058,자동차 정비도 대규모 정비 업소를 중심으로 ＇비대면 점검＇으로 점차 변화의 모습이 감지된다.,사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_05059,＂아에르 브랜드를 모르는 고객이 아직도 많습니다.＂,대화형,긍정,현재,확실,대화형-긍정-현재-확실
TRAIN_05060,오는 13일 오후 7시에 생중계되는 온라인 쇼케이스를 앞두고 사전 질문 접수도 받고 있다.,사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_05061,웹젠은 티저사이트를 통해 3종 캐릭터의 정보를 공개했다.,사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_05062,쿠엔틴 타란티노 감독의 ＇원스 어폰 어 타임 인 할리우드＇(Once Upon a Time in Hollywood)가 3위(22표)였다.,사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_05063,금은 대표적 안전자산으로 화폐가치가 하락하면 가격이 오르는 것이 일반적이다.,사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_05064,"저출산고령사회위원회는 대통령이 위원장을 맡은 직속기구로, 정부가 추진하는 저출산고령화 관련 정책을 총괄하는 컨트롤타워다.",사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_05065,"국산 전투기 T-50, KF-21 등에 한화에어로스페이스 엔진과 부품이 들어간다.",사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_05066,아랍인들과 유대인들은 성지이자 고향을 쟁탈하기 위해 치열하게 싸우고 있다.,사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_05067,"예를 들어 미국에는 공군이 원래부터 있었던 것은 아니지만, 하늘을 날아다니는 비행기를 만들면서부터 공군이라는 새로운 카테고리가 생겼다.",사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_05068,크래프톤 김창한 대표는 ＂전 세계 이용자들에게 칼리스토 프로토콜을 소개하게 되어 기쁘다＂며 ＂SDS는 크래프톤의 대표적인 서구권 독립스튜디오이며 뛰어난 기술을 보유한 전문가들로 구성되어 있다. 크래프톤은 SDS가 특유의 색깔과 게임 디자인 기법을 통해 독창성 있는 게임을 개발할 수 있도록 지원을 아끼지 않고 있다＂고 말했다.,사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_05069,누가 봐도 국민의 불신에 이유가 있다.,사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_05070,한국의 경우 콘솔 중심의 서구권 시장보다는 PC온라인게임이 주를 이뤘던 중국을 비롯한 아시아권 시장에서 성장한 탓도 크다.,사실형,미정,과거,확실,사실형-미정-과거-확실
TRAIN_05071,"이런 다국적 제약 기업들이 대다수 병원의 의학교육, 연수교육까지 담당하고 있어 직간접적으로 환자들의 투약에 관여하고 있는 실정이다.",사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_05072,"사신의 데스노트를 우연히 주워 악인들을 처단하는 천재 고교생 ＇라이토＇와, 그에 맞서는 명탐정 ＇엘(L)＇의 치열한 두뇌싸움을 긴장감 넘치게 그리고 있다.",사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_05073,목표치를 무려 58%나 초과 달성한 것이다.,사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_05074,또 ＂(악플이) 없는 사람이 어디 있겠나. 댓글에 악플이 없으면 지인 같다＂고 말해 웃음을 자아내기도 했다.,사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_05075,그러자 팔도 유생들이 모두 대전 아래에 모여들어 상소해 이를 비판했으니 이 어찌 유학자들의 큰 불행이 아니겠는가.,사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_05076,그러나 갈라버스에 참여한 한국 게임사들은 개발한 게임을 현재 한국 내에서는 제공할 수 없는 현실에 안타까움을 피력했다.,추론형,긍정,과거,확실,추론형-긍정-과거-확실
TRAIN_05077,당산동에는 1000가구 규모의 대단지가 드문 만큼 충분히 경쟁력 있다는 것이 추진위원회 측 판단이다.,사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_05078,생애 대부분을 글씨를 쓰는 사자관으로 지냈다.,사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_05079,바람이 분다.,사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_05080,"베개 부분에 4개의 에어백이 압력을 통해 머리 위치를 파악하고, 사용자의 수면 중에 코 고는 소리를 감지하면, 코골이 빈도 등의 상태를 분석하여 사용자가 최적의 호흡 상태를 갖출 수 있는 위치를 확인한다.",사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_05081,정부가 오는 2022년 새 국제회계기준(IFRS17)과 신지급여력제도(K-ICS) 도입을 앞둔 보험사들이 저금리 환경에 대응할 수 일도록 ＇공동재보험＇ 도입을 추진한다.,사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_05082,오렌지라이프의 당기순이익은 2715억원(지분율 감안전)으로 전년대비 12.8% 감소했다.,사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_05083,A씨는 지난해 12월 31일 오후 4시 30분께 대전 유성구 자신의 집에서 아들 B군의 목을 졸라 숨지게 한 혐의를 받고 있다.,사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_05084,한동안 사상 최고치 기록을 갈아치우던 미국 뉴욕 증시에서는 오는 3일 중국 상하이·선전 증시 개장을 앞두고 불안감이 확산되고 있다.,사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_05085,코로나19의 위험을 경고했다가 잡혀가 반성문을 쓰고 나온 중국 의사 리원량(34)은 죽었지만 중국인의 가슴속에 자유에 대한 절규로 부활했다.,추론형,긍정,과거,확실,추론형-긍정-과거-확실
TRAIN_05086,"보험계약자가 납입하는 보험료에는 신계약 체결비용과 유지관리비, 수금비 등의 사업비가 모두 포함되는데 중도해약 시 이 비용이 먼저 공제된다.",사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_05087,빅뱅이 오는 4월 미국 최대 음악 축제인 ＇코첼라 밸리 뮤직 & 아츠 페스티벌＇(Coachella Valley Music & Arts Festival)에 참석한다.,사실형,긍정,미래,확실,사실형-긍정-미래-확실
TRAIN_05088,하지만 액면 100파운드짜리 주식은 몇 달 새 1000파운드 넘게 치솟았고 꼭지에서 다시 산 그는 낭패를 봤다.,사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_05089,가입기간 내 금리가 오를 경우 가입기간 기준 12개월 주기가 도래할 때 해당 금리를 적용한다.,사실형,긍정,미래,불확실,사실형-긍정-미래-불확실
TRAIN_05090,이 같은 노력의 일환으로 지난 2주년 쇼케이스를 통해 포커스 그룹 테스트(FGT)도 진행했다.,사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_05091,"키움증권이 15일 오리온에 대해 경쟁사 대비 가격 인상을 최소화하고 신제품 판매 확대에 시장 점유율과 매출, 이익 증가가 동시에 나타났다고 평가했다.",사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_05092,그는 책이나 TV에서 숱하게 조명되는 똑똑하고 힘센 슈퍼맨 같은 리더는 한물간 모델이라고 꼬집는다.,사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_05093,이번 ＇릴레이 기부 챌린지＇는 6일부터 오는 8일 자정까지 사흘간 전 세계를 대상으로 펼쳐진다.,사실형,긍정,미래,확실,사실형-긍정-미래-확실
TRAIN_05094,당시 ＇마더＇가 프랑스 칸 영화제 ＇주목할 만한 시선＇에 초청되자 이 부회장은 직접 칸까지 날아가 세계 엔터테인먼트 인맥을 활용한 홍보 활동을 펼쳤다.,사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_05095,2019년 선진그룹은 사회공헌 활동의 확장에 박차를 가했다.,사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_05096,3위는 우쥔의 ＇어떻게 살아야할지 막막한 너에게＇(오월구일)에 실린 ＂모든 일은 눈 앞의 한 걸음을 떼는 것에서 시작된단다＂였다.,사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_05097,그동안 불가피하게 2주택자가 돼도 막대한 종부세를 납부해야 하는 일이 종종 발생해 논란이 끊이지 않았다.,사실형,부정,과거,확실,사실형-부정-과거-확실
TRAIN_05098,MBC 간판 예능 ＇나 혼자 산다＇로 스타덤에 오른 후 오랜만에 본업인 배우로 관객과 만나는 성훈이다.,사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_05099,제보자는 자전거를 피해 우회전을 시도했지만 아이가 앞을 또 막았다.,사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_05100,미세먼지는 강원 영동을 제외한 모든 권역에서 ＇나쁨＇ 수준으로 예상됐다.,예측형,긍정,과거,불확실,예측형-긍정-과거-불확실
TRAIN_05101,당시에도 토머스는 새해 개막전으로 치른 SBS 챔피언스 토너먼트에서 우승한 뒤 2주 연속 정상에 오르기도 했다.,사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_05102,"롯데손보는 중장기 가치 및 수익성, 성장성 제고를 위해 보험상품 포트폴리오를 전면 개편하는 한편, 인건비 등 비용 축소와 업무효율화를 통해 사업비를 절감한다는 방침이다.",사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_05103,이런 처방을 받은 환자들이 어떤 상태에 빠질지는 한번 생각해 볼 일이다,추론형,긍정,미래,확실,추론형-긍정-미래-확실
TRAIN_05104,한화생명이 고객과 함께 보육원 복지시설을 떠나 사회로 진출하는 청년들을 위해 기부보험을 전달해 눈길을 끈다.,사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_05105,현재 국내 게임업계에서는 코로나19의 전국적인 확산에 따른 위기를 극복하기 위해 다양한 활동을 펼치고 있다.,사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_05106,작가는 ＂빠른 공기 같은 그림＂이라고 했다.,사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_05107,긴장감 넘치는 경쟁으로 시청자들의 극찬도 쏟아졌다.,사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_05108,지난해 5월엔 한국영화사상 최초로 칸영화제 대상인 황금종려상을 차지하는기염을 토했다.,사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_05109,영화에선 마법의 힘을 억제하면 생기는 ＇옵스큐러스＇로 인해 몸이 점점 쇠약해진 크레덴스의 출생의 비밀도 밝혀진다.,사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_05110,경남 김해 한 아파트에서 베트남 국적 여성이 태어난 지 2주 된 딸을 안고 투신해 딸은 숨지고 여성은 중태에 빠졌다.,사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_05111,특히 반전에 반전을 거듭하며 한 치 앞도 내다볼 수 없게 하는 플롯이 영미권 관객들 마음을 사로잡았다.,추론형,긍정,과거,확실,추론형-긍정-과거-확실
TRAIN_05112,최강 연맹전에 참가하지 않는 이용자들도 지지하기를 통해 특정 국가를 응원할 경우 지지한 국가의 최종 순위에 따라 국가대전 주화를 보상으로 받을 수 있다.,사실형,긍정,미래,불확실,사실형-긍정-미래-불확실
TRAIN_05113,"교육부가 지난해 9월 초4~고2 재학생 중 13만명을 표본조사한 결과에 따르면, 전체 피해응답률은 1.2%였지만 초등학생은 2.1%였다.",사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_05114,뇌는 기본적으로 반복적인 입력을 통해 서서히 변화한다.,사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_05115,기상청은 오는 6월부터 낮 동안 기온이 상승해 고온 현상이 나타날 것으로 보고 있다.,사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_05116,《지봉유설》에서는 ＂온 나라가 모두 흰옷을 걸치고 있으니 중국 사람들이 비웃는다＂고 적고 있다.,사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_05117,"출연진은 게임과 여행을 접목한 기존 예능＇1박2일＇, ＇신서유기＇와 다른 프로그램이 될 것이라고 확언했다.",사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_05118,최근 정부가 ＇장애인 활동지원 서비스＇의 본인부담금을 또다시 인상했다.,사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_05119,실록은 연산군이 중종반정으로 왕좌에서 쫓겨난 뒤 강화도 교동에 안치돼 있다가 두 달 만에 역병에 걸려 사망했다고 기록한다.,사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_05120,"앞으로 백내장 수술에 지급되는 실손의료보험 보험금이 크게 줄어들고, 일부 안과의 비상식적 과잉 진료에도 제동이 걸릴 것으로 전망된다.",예측형,긍정,미래,불확실,예측형-긍정-미래-불확실
TRAIN_05121,그는 ＂대한민국은 문재인 대통령의 사람들 것이 아니다＂라고 강조했다.,사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_05122,한국영화아카데미 졸업작품 ＇지리멸렬＇(1994)에서부터 사회 병폐를 유머러스하게 꼬집는 블랙코미디로 주목 받았다.,추론형,긍정,과거,확실,추론형-긍정-과거-확실
TRAIN_05123,KB캐피탈의 ＇ONE KB 캐피탈＇은 신차할부·렌터카·자동차리스·의료기기리스 등의 상품 이용시 월납입금액 또는 수수료 할인 혜택을 제공받을 수 있다.,추론형,긍정,미래,확실,추론형-긍정-미래-확실
TRAIN_05124,"암호화폐 트랜잭션 추적 사이트 웨일 알러트(Whale Alert)에 따르면, 한국 시간 4일 7시 11분 경 복수의 익명 BTC 주소에서 비트렉스 BTC 주소 ＇3FDWNdFxrJxXoF4hWXF4dkc1FFxsNyKAHh＇로 49,922.168 BTC(약 5,442억 2,315만원 규모)가 일시 이체됐다.",사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_05125,내년에는 공무원들도 꼭 한번 참석해보길 권한다.,추론형,긍정,현재,확실,추론형-긍정-현재-확실
TRAIN_05126,"기본금리는 가입기간 1년 연 1.5%, 2년 연 1.6%다.",사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_05127,우리나라 옷은 소매가 넓고 큰 두루마기를 겹겹이 입어 활동하기가 이만저만 불편한 게 아니었다.,추론형,긍정,과거,확실,추론형-긍정-과거-확실
TRAIN_05128,"정 대표는 ＂가령 팬이 좋아하는 가수를 위해 다양한 팬클럽 행사에 참가하고, 가수의 음반 등 상품을 아무리 많이 구매해도 현재 구조에선 팬심을 객관적으로 보여주기 어렵다＂며 ＂블록체인 플랫폼에선 참가자의 활동 내역이 실시간으로 모두 기록되기 때문에 진성팬은 물론 가짜팬도 구별할 수 있게 된다＂고 말했다.",사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_05129,겨울 업데이트 ＇Back to the 2009＇의 첫 번째 콘텐츠로 선보인 ＇좀비대전 Origin＇은 2009년 ＇좀비대전＇을 처음 선보였던 당시의 밸런스를 재현한 이벤트 모드다.,사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_05130,"비타민 B12는 어패류에 많이 함유돼 있는데 특히 바지락, 재첩, 피조개, 굴, 대합, 가리비 등의 조개류와 연어와 청어, 아귀의 간에 많이 함유돼 있다.",사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_05131,훈련병의 경우는 입소 1주차 평일 30분과 주말·공휴일 1시간 사용을 허용하는 ＇최소형＇과 입소 기간 중 평일 30분과 주말·공휴일 1시간을 허용하는 ＇확대형＇ 등 2개 유형으로 나눈다.,사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_05132,지난해 설비 투자액이 180조4000억원이었다는 점을 감안하면 21조5000억원의 투자 증가 효과가 나올 것으로 분석된다.,추론형,긍정,현재,확실,추론형-긍정-현재-확실
TRAIN_05133,이에 따라 모바일페이 업체는 더이상 운용수익을 창출하기 어려워졌다.,추론형,부정,과거,확실,추론형-부정-과거-확실
TRAIN_05134,"효령대군은 불교경전을 언해했고 관악산 연주암 중건, 월출산 무위사, 만덕산 백련산을 중창했으며 세조 때 원각사 건립에 도제조로 참여해 불종과 원각사지 10층 탑을 세우는데 중심이 되었다.",사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_05135,스와프는 사용하지 않는 가방을 옷장 속에서 썩히지 않고 필요한 누군가에게 전달해 그 가치가 계속 이어지도록 한다.,사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_05136,"여섯째, 만나는 사람들과 자신의 비전을 공유한다.",사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_05137,능력치와 상관없는 ＇꾸미기＇ 아이템도 일부 유료로 판매한다.,사실형,긍정,현재,불확실,사실형-긍정-현재-불확실
TRAIN_05138,약 6일 정도 기간이 걸리는 경우는 10건 중 1건에 불과했다.,사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_05139,"《좌계부담》에 따르면, 이경석은 스승보다 항상 먼저 승진했다.",사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_05140,통풍은 남성 환자가 92% 이상을 차지하는 대표적인 남성 질환임을 알 수 있다.,추론형,긍정,현재,확실,추론형-긍정-현재-확실
TRAIN_05141,먼저 신한은행은 평일 저녁과 토요일까지 은행 업무가 가능한 ＇신한 이브닝플러스 서비스＇를 15일 오늘부터 운영한다.,사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_05142,시중은행의 주택담보대출(이하 주담대) 금리가 연 7%를 넘어섰다.,사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_05143,이렇게 볕 좋은 날 상의라도 벗고 바위에 누워 일광욕을 즐길 수 있다면 얼마나 좋을까.,대화형,긍정,현재,불확실,대화형-긍정-현재-불확실
TRAIN_05144,컴투스는 최근 ＇크리티카 글로벌＇의 C2X 블록체인 생태계 합류를 위해 참여자들이 직접 게임을 테스트하고 플랫폼 탑재 의사를 표현하는 절차인 ＇베타 게임 런처＇를 성공적으로 마무리했다.,사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_05145,《연려실기술》에 따르면 5대 문종은 어릴 때부터 대궐에서 공부만 했다.,사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_05146,"일확천금을 얻기 위해 살롱으로 몰려드는 3인방, 서부 최고의 인기인이자 전설적인 영웅 와이어트 어프는 보안관 자리를 내려놓고 새로운 기회를 얻기 위해 살롱을 찾아오고 그 곳에서 연인이었던 조세핀 마커스와 재회한다.",사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_05147,경남에는 관사 두 채가 있다.,사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_05148,온라인 상에서도 킹크랩 가격 하락에 대한 글이 잇따라 올라온다.,사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_05149,"지난해 12월에는 명예퇴직을 실시, 향후 매년 360억원의 비용을 절감할 수 있을 것으로 예상된다.",예측형,긍정,미래,불확실,예측형-긍정-미래-불확실
TRAIN_05150,여기에 더불어민주당의 두 번째 고민이 담겨 있다.,사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_05151,"립틴트(94% 신장), 쉐이딩(72%), 블러셔(66%) 순으로 높은 신장률을 기록했다.",사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_05152,코로나19가 글로벌 경제를 멈춰 서게 하고 있다.,사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_05153,검찰 안팎에서는 현재 서울중앙지검이 수사 중인 ＇청와대의 울산시장 선거 개입 의혹＇도 철저히 하겠다는 의지를 밝힌 다짐으로 해석하고 있다,사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_05154,벼랑 끝에 선 유통업체들은 돌파구 마련에 안간힘을 쓰고 있다.,사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_05155,"생리통, 생리불순, 갱년기장애 증상이 심하게 나타난다.",사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_05156,＇더 할리우드 리포터＇와 가진 인터뷰에서 진행자들은 ＂당신(샤론 최)도 시상식 기간에 스타가 됐다＂며 기분을 물었다.,사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_05157,"F-22, F-35, SU-57과 같은 5세대 스텔스 전투기들이 이미 실전에 배치되고 있는 가운데, 지난 40여 년간 강력한 전투력으로 베트남전 이후 현대 공중전에서 하늘의 왕자로 군림해온 독보적인 존재는 단연코 미국 항공우주산업체 보잉의 전천후 다목적 전투기 F-15 시리즈이다.",사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_05158,코로나 역시 독감과 같은 양상으로 진행될 것으로 전망되는 만큼 치료제의 중요성이 더욱 커졌다.,추론형,긍정,과거,확실,추론형-긍정-과거-확실
TRAIN_05159,＇조선의 자기＇ 하면 달항아리로 대표되는 백자를 주로 떠올리지만 기교적 측면에서 고려청자에 비교할 바가 못 된다.,추론형,부정,현재,확실,추론형-부정-현재-확실
TRAIN_05160,"참고자료에 따르면, 한전은 이달 현재 출자 지분 일부와 부동산 3곳을 매각해 총 1300억원을 확보했다.",사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_05161,이어 ＂이미 지나간 일이며 더는 말하고 싶지 않다＂면서 ＂앞으로 다가올 일에 초점을 맞추겠다＂고 말했다.,사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_05162,"이미 지난해 상반기 일본 시장에서 고객사 3만곳을 돌파하며 돌풍을 일으켰고, 국내 시장에서도 KEB하나은행 등 금융권을 중심으로 활발하게 도입되고 있다.",사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_05163,"＇사과와 오렌지＇ ＇카드 놀이하는 사람들＇ 등 모두 56점의 폴 세잔 작품과 밀레의 ＇이삭 줍기＇와 ＇만종＇, 고갱의 ＇타히티의 여인들＇, 고흐의 ＇의사 가셰의 초상＇ 등을 만날 수 있다.",사실형,긍정,미래,확실,사실형-긍정-미래-확실
TRAIN_05164,지난해 12월 최고가(26억8000만원)보다 5억원 넘게 하락한 가격이다.,사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_05165,"구축한 데이터를 기반으로 자율주행 셔틀, 배달 로봇, 드론 등을 운용할 수 있다.",사실형,긍정,현재,불확실,사실형-긍정-현재-불확실
TRAIN_05166,지난 시즌 최장타(457야드·멕시코 챔피언십)의 주인공 저스틴 토머스(미국)가 6언더파 67타를 쳐 단독 2위에 올랐고 파울러와 맷 쿠처(이상 미국)가 5언더파 68타 공동 3위로 뒤를 쫓았다.,사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_05167,"비록 예선전이긴 했지만 빠른 템포로 공격하는 대표팀은 대만, 캄보디아, 호주전에서 총 16골을 터뜨리기도 했다.",사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_05168,세계자연기금 관계자는 ＂고래는 일반적으로 질병과 기생충 감염 등으로 사망하지만 최근엔 기후변화로 굶어 죽는 경우도 있다＂며 ＂이번 부검이 국내 대형고래 보전의 중요한 발판이 될 수 있도록 하겠다＂고 말했다.,사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_05169,15일 전국은행연합회가 발표한 5월 신규 취급액 기준 코픽스는 1.98%로 전월 대비 0.14%포인트 올랐다.,사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_05170,삼성그룹이 ＇준법감시위원회＇를 만든다.,사실형,긍정,미래,확실,사실형-긍정-미래-확실
TRAIN_05171,"1980년 살인적 수준인 14.6%였던 미국 물가 상승률은 1981년 9%로 떨어지며 희망을 보여줬고, 이듬해 4%를 거쳐 1983년에는 2.36%까지 급전직하했다.",사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_05172,읍소를 담은 쪽지가 은밀하게 전달되기도 한다.,사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_05173,성남시는 이 같은 의혹을 부인해왔다.,사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_05174,"아울러 공교육에 인공지능(AI)-사물인터넷 (IoT) 환경을 도입하고, 인공지능 교육과 관련해 교원의 전문성을 강화하는 등 올해를 인공지능 교육의 원년으로 삼겠다는 계획이다.",사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_05175,"＇겁 내지 마세요＇, ＇우린 겁 내지 않아요!＇ 속으로 외치지만 소용없다.",사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_05176,＇기생충＇은 지난해 10월 북미 3개 극장에서 관객과 만난 이래 상영 범위를 꾸준히 확대해 왔다.,사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_05177,"배우 김윤석, 주원, 수애, 김옥빈, 이다희, 김성오 등의 아티스트들이 소속돼 있으며 ＇강릉＇, ＇캐시트럭＇ 등 국내외 영화의 배급 및 온라인 유통 사업도 영위하고 있다.",추론형,긍정,현재,확실,추론형-긍정-현재-확실
TRAIN_05178,바비 코틱 액티비전블리자드 최고 경영자는 ＂콜오브듀티는 역대 가장 성공적인 엔터테인먼트 프랜차이즈 가운데 하나로 자리매김하고 있다. 이제 워존을 통해 전 세계 플레이어들이 콜오브듀티의 재미를 무료로 경험할 수 있게 됐다＂고 말했다.,사실형,긍정,과거,확실,사실형-긍정-과거-확실
